,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,sentence,annotation,idiom,usage,variant,pos_tags,complete,text,label
1190,1190,23175,34544,Perhaps they had been staved in by a bath chair which had run amok!,0 0 0 0 0 0 0 0 0 0 0 0 1 1,run amok,figurative,identical,ADV PRON VERB VERB VERB PART ADP DET NOUN NOUN ADJ VERB VERB ADV,1,Perhaps they had been staved in by a bath chair which had  run amok! ,True
1191,1191,2281,3311,Elise had blazed a talented trail to an art college four years before Merrill took up secretarial training.,0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0,blaze a trail,figurative,combined-inflection,PROPN VERB VERB DET ADJ NOUN ADP DET NOUN NOUN NUM NOUN ADP PROPN VERB PART ADJ NOUN,1,Elise had  blazed a talented trail  to an art college four years before Merrill took up secretarial training.,True
1192,1192,19398,28878,"On World in Action, Mr Kinnock showed that he can be pithy and incomprehensible at one and the same time.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0,one and the same,figurative,identical,ADP PROPN ADP PROPN PROPN PROPN VERB ADP PRON VERB VERB ADJ CCONJ ADJ ADP NUM CCONJ DET ADJ NOUN,1,"On World in Action, Mr Kinnock showed that he can be pithy and incomprehensible at  one and the same  time.",True
1193,1193,13872,20935,"During queuing periods, there have been occasions when I have witnessed nursery nurse students, with the best of intentions, ‘ helping’ life preparation students, for example by operating the machine for them or by ‘ allowing’them to jump the queue.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1,jump the queue,figurative,identical,ADP VERB NOUN ADV VERB VERB NOUN ADV PRON VERB VERB NOUN NOUN NOUN ADP DET ADJ ADP NOUN PUNCT ADJ NOUN NOUN NOUN ADP NOUN ADP VERB DET NOUN ADP PRON CCONJ ADP PUNCT NOUN PART VERB DET NOUN,1,"During queuing periods, there have been occasions when I have witnessed nursery nurse students, with the best of intentions, ‘ helping’ life preparation students, for example by operating the machine for them or by ‘ allowing’them to  jump the queue. ",True
1194,1194,25391,37976,Take heart!,1 1,take heart,figurative,case,VERB NOUN,1, Take heart! ,True
1195,1195,22828,34052,I can see that I 'm going to have to expel as many of you as possible as soon as possible to save myself from going round the bend.’,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1,round the bend,figurative,dashes,PRON VERB VERB ADP PRON VERB VERB PART VERB PART VERB ADV ADJ ADP PRON ADV ADJ ADV ADV ADP ADJ PART VERB PRON ADP VERB ADV DET NOUN,1,I can see that I 'm going to have to expel as many of you as possible as soon as possible to save myself from going  round the bend.’ ,True
1196,1196,1671,2345,No point in beating about the bush.,0 0 0 1 1 0 1,beat about the bush,figurative,inflection,DET NOUN ADP VERB ADP DET NOUN,1,No point in  beating about the bush. ,True
1197,1197,25098,37537,"But, like the work of one of its ancestors, Rousseau, it strikes a chord which reverberates widely among those who feel themselves to be increasingly powerless, and resent it.",0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,strike a chord,figurative,inflection,CCONJ ADP DET NOUN ADP NUM ADP ADJ NOUN PROPN PRON VERB DET NOUN ADJ VERB ADV ADP DET NOUN VERB PRON PART VERB ADV ADJ CCONJ VERB PRON,1,"But, like the work of one of its ancestors, Rousseau, it  strikes a chord  which reverberates widely among those who feel themselves to be increasingly powerless, and resent it.",True
1198,1198,14224,21493,"He was desperately trying to kick the habit on his own, but he needed moral support and someone to keep an eye on him.",0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,kick the habit,figurative,identical,PRON VERB ADV VERB PART VERB DET NOUN ADP ADJ ADJ CCONJ PRON VERB ADJ NOUN CCONJ NOUN PART VERB DET NOUN ADP PRON,1,"He was desperately trying to  kick the habit  on his own, but he needed moral support and someone to keep an eye on him.",True
1199,1199,26124,39014,"‘ We were talking shop ; it was shop - talk, not gossip.’",0 0 0 1 1 0 0 0 0 0 0 0 0,talk shop,figurative,inflection,PUNCT PRON VERB VERB NOUN PUNCT PRON VERB NOUN PUNCT NOUN ADV X,1,"‘ We were  talking shop  ; it was shop - talk, not gossip.’",True
1200,1200,1503,1980,"The audacity of criminals faced with ineffective and ill - equipped police forces, not just in their East European homelands, is turning crime levels in Germany into ‘ banana republic proportions’, lamented a federal criminal police spokesman.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0,banana republic,figurative,identical,DET NOUN ADP NOUN VERB ADP ADJ CCONJ ADV PUNCT VERB NOUN NOUN ADV ADV ADP ADJ ADJ ADJ NOUN VERB VERB NOUN NOUN ADP PROPN ADP PUNCT NOUN NOUN NOUN VERB DET ADJ ADJ NOUN NOUN,1,"The audacity of criminals faced with ineffective and ill - equipped police forces, not just in their East European homelands, is turning crime levels in Germany into ‘  banana republic  proportions’, lamented a federal criminal police spokesman.",True
1201,1201,20516,30918,AF boss Dr Bruno Broughton said : ‘ There is nothing wrong with the bulk of the IFM proposals but forcing people to qualify before being allowed to go fishing is over the top.’,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1,over the top,figurative,dashes,NOUN NOUN PROPN PROPN PROPN VERB PUNCT PUNCT ADV VERB NOUN ADJ ADP DET NOUN ADP DET PROPN NOUN CCONJ VERB NOUN PART VERB ADP VERB VERB PART VERB NOUN VERB ADP DET NOUN,1,AF boss Dr Bruno Broughton said : ‘ There is nothing wrong with the bulk of the IFM proposals but forcing people to qualify before being allowed to go fishing is  over the top.’ ,True
1202,1202,34,42,"Having said that, everything was done above board.",0 0 0 0 0 0 1 1,above board,figurative,identical,VERB VERB ADP NOUN VERB VERB ADP NOUN,1,"Having said that, everything was done  above board. ",True
1203,1203,27476,40871,"The trespassers on the scene, the true - blue pirates, were unfortunately the uniformed Israeli commandos acting in my name.",0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0,true blue,figurative,dashes,DET NOUN ADP DET NOUN DET ADV PUNCT ADJ NOUN VERB ADV DET ADJ ADJ NOUN VERB ADP ADJ NOUN,1,"The trespassers on the scene, the  true - blue  pirates, were unfortunately the uniformed Israeli commandos acting in my name.",True
1204,1204,24434,36468,"What can you expect is a certain amount of resentment or sour grapes between October 1–4 and, frustrating as it may be, all you can really do about the situation is put up and shut up in the certain knowledge that you will gain your freedom, however long it takes.",0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,sour grapes,figurative,identical,NOUN VERB PRON VERB VERB DET ADJ NOUN ADP NOUN CCONJ ADJ NOUN ADP PROPN NUM CCONJ ADJ ADP PRON VERB VERB DET PRON VERB ADV VERB ADP DET NOUN VERB VERB PART CCONJ VERB PART ADP DET ADJ NOUN ADJ PRON VERB VERB ADJ NOUN ADV ADV PRON VERB,1,"What can you expect is a certain amount of resentment or  sour grapes  between October 1–4 and, frustrating as it may be, all you can really do about the situation is put up and shut up in the certain knowledge that you will gain your freedom, however long it takes.",True
1205,1205,20148,30483,"April doesn't have to be a month of trials and tribulations or agonising over career or professional matters, if you are prepared to make some snap decisions and take what transpires towards the very end of March as a signal to go even further out on a limb.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1,out on a limb,figurative,identical,PROPN VERB VERB PART VERB DET NOUN ADP NOUN CCONJ NOUN CCONJ ADJ ADP NOUN CCONJ ADJ NOUN ADP PRON VERB ADJ PART VERB DET ADJ NOUN CCONJ VERB NOUN NOUN ADP DET ADJ NOUN ADP PROPN ADP DET NOUN PART VERB ADV ADV ADV ADP DET NOUN,1,"April doesn't have to be a month of trials and tribulations or agonising over career or professional matters, if you are prepared to make some snap decisions and take what transpires towards the very end of March as a signal to go even further  out on a limb. ",True
1206,1206,12706,19554,"In the long term, too much drink can cause high blood pressure and stomach disorders.",1 0 1 1 0 0 0 0 0 0 0 0 0 0 0,in the long term,figurative,case,ADP DET ADJ NOUN ADV ADJ NOUN VERB VERB ADJ NOUN NOUN CCONJ NOUN NOUN,1," In the long term,  too much drink can cause high blood pressure and stomach disorders.",True
1207,1207,21705,32389,Mike pulled a face at the food and took his plate over to Helen's table.,0 1 0 1 0 0 0 0 0 0 0 0 0 0 0,pull a face,figurative,inflection,PROPN VERB DET NOUN ADP DET NOUN CCONJ VERB ADJ NOUN ADP ADP PROPN NOUN,1,Mike  pulled a face  at the food and took his plate over to Helen's table.,True
1208,1208,26803,40097,"There are still 8 of the original 14 cells with fully working locks, but its security record was poor to say the least.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1,to say the least,figurative,identical,ADV VERB ADV NUM ADP DET ADJ NUM NOUN ADP ADV VERB NOUN CCONJ ADJ NOUN NOUN VERB ADJ PART VERB DET ADJ,1,"There are still 8 of the original 14 cells with fully working locks, but its security record was poor  to say the least. ",True
1209,1209,7113,11389,"Alternatively, you can study Business Studies from scratch in four weeks, providing you have Maths or English G C S E grade B or above.",0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,from scratch,figurative,identical,ADV PRON VERB VERB PROPN PROPN ADP NOUN ADP NUM NOUN VERB PRON VERB PROPN CCONJ PROPN NOUN NOUN NOUN NOUN NOUN PROPN CCONJ ADV,1,"Alternatively, you can study Business Studies  from scratch  in four weeks, providing you have Maths or English G C S E grade B or above.",True
1210,1210,20726,31164,"The finales to both Acts are effectively concerts, the sort of agreeably naff rock'n'roll revival that might just about pass muster as a Capital Gold one - nighter down the Hammersmith Palais.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0,pass muster,figurative,identical,DET NOUN ADP DET NOUN VERB ADV NOUN DET NOUN ADV ADV ADJ ADJ NOUN ADJ VERB ADV ADP VERB NOUN ADP DET PROPN PROPN NUM PUNCT NOUN ADP DET PROPN PROPN,1,"The finales to both Acts are effectively concerts, the sort of agreeably naff rock'n'roll revival that might just about  pass muster  as a Capital Gold one - nighter down the Hammersmith Palais.",True
1211,1211,10948,17145,The problem in a nutshell is whether particular forms of scientific and religious commitment might not separately depend on ulterior forces of social and economic change.,0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,in a nutshell,figurative,identical,DET NOUN ADP DET NOUN VERB ADP ADJ NOUN ADP ADJ CCONJ ADJ NOUN VERB ADV ADV VERB ADP ADJ NOUN ADP ADJ CCONJ ADJ NOUN,1,The problem  in a nutshell  is whether particular forms of scientific and religious commitment might not separately depend on ulterior forces of social and economic change.,True
1212,1212,8514,13567,if we go halves each?,0 0 1 1 0,go halves,figurative,identical,ADP PRON VERB NOUN DET,1,if we  go halves  each?,True
1213,1213,13375,20262,"In the short run, disengaging from state activity is just as difficult and time - consuming as getting into it — if not more so.",1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,in the short run,figurative,case,ADP DET ADJ NOUN VERB ADP NOUN NOUN VERB ADV ADV ADJ CCONJ NOUN PUNCT VERB ADP VERB ADP PRON PUNCT ADP ADV ADV ADV,1," In the short run,  disengaging from state activity is just as difficult and time - consuming as getting into it — if not more so.",True
1214,1214,15463,23665,"Buying a horse with clean x - ray plates a ) avoids buying trouble, and b ) if the horse does not make the grade, and you need to sell, there is less chance of running into problems during the next purchaser's vetting.!",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,make the grade,figurative,identical,VERB DET NOUN ADP ADJ SYM PUNCT NOUN NOUN DET PUNCT NOUN VERB NOUN CCONJ PUNCT PUNCT ADP DET NOUN VERB ADV VERB DET NOUN CCONJ PRON VERB PART VERB ADV VERB ADJ NOUN ADP VERB ADP NOUN ADP DET ADJ NOUN NOUN,1,"Buying a horse with clean x - ray plates a ) avoids buying trouble, and b ) if the horse does not  make the grade,  and you need to sell, there is less chance of running into problems during the next purchaser's vetting.!",True
1215,1215,14265,21693,Enthusiasm to join the union knew no bounds ; the expectation of the new members knew no limits.,0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0,know no bounds,figurative,misc,NOUN PART VERB DET NOUN VERB DET NOUN PUNCT DET NOUN ADP DET ADJ NOUN VERB DET NOUN,1,Enthusiasm to join the union knew  no bounds ; the expectation of the new members knew  no limits.,True
1216,1216,15288,23323,"That the winning of a British Open championship is a two - man team even can best be illustrated by two of the great tournament's champions of the past — two immortals who owe a little of their immortality to the men who strode beside them when they made history : when Henry Cotton won his first Open in 1934, he paid tribute to Ernest Butler of Sandwich, a caddie who was ‘ uncanny with his advice concerning the line of the hole’.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,make history,figurative,inflection,ADP DET NOUN ADP DET ADJ PROPN NOUN VERB DET NUM PUNCT NOUN NOUN ADV VERB ADV VERB VERB ADP NUM ADP DET ADJ NOUN NOUN ADP DET ADJ PUNCT NUM NOUN NOUN VERB DET ADJ ADP ADJ NOUN ADP DET NOUN NOUN VERB ADP PRON ADV PRON VERB NOUN PUNCT ADV PROPN PROPN VERB ADJ ADJ PROPN ADP NUM PRON VERB NOUN ADP PROPN PROPN ADP PROPN DET NOUN NOUN VERB PUNCT NOUN ADP ADJ NOUN VERB DET NOUN ADP DET NOUN,1,"That the winning of a British Open championship is a two - man team even can best be illustrated by two of the great tournament's champions of the past — two immortals who owe a little of their immortality to the men who strode beside them when they  made history  : when Henry Cotton won his first Open in 1934, he paid tribute to Ernest Butler of Sandwich, a caddie who was ‘ uncanny with his advice concerning the line of the hole’.",True
1217,1217,9970,15751,Boy did he have the last laugh.,0 0 0 1 0 1 1,have the last laugh,figurative,identical,INTJ VERB PRON VERB DET ADJ NOUN,1,Boy did he  have the last laugh. ,True
1218,1218,7496,11816,"We do have the Wolfe report but unfortunately not for the want of effort, the Wolfe report is turning out like the Black report and others and I don't say that because there was a gentleman who done a report Black and it is gathering dust, the Wolfe report is on the same shelf, I believe.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0,gather dust,figurative,inflection,PRON VERB VERB DET PROPN NOUN CCONJ ADV ADV ADP DET NOUN ADP NOUN DET PROPN NOUN VERB VERB PART ADP DET ADJ NOUN CCONJ NOUN CCONJ PRON VERB VERB ADP ADP ADV VERB DET NOUN NOUN VERB DET NOUN PROPN CCONJ PRON VERB VERB NOUN DET PROPN NOUN VERB ADP DET ADJ NOUN PRON VERB,1,"We do have the Wolfe report but unfortunately not for the want of effort, the Wolfe report is turning out like the Black report and others and I don't say that because there was a gentleman who done a report Black and it is  gathering dust,  the Wolfe report is on the same shelf, I believe.",True
1219,1219,28008,41644,"VLADIMIR Ashkenazy, one of the world's greatest pianists, said yesterday he felt far more at home in the Soviet Union now than when he departed under a cloud half a lifetime ago.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0,under a cloud,figurative,identical,PROPN PROPN NUM ADP DET NOUN ADJ NOUN VERB NOUN PRON VERB ADV ADV ADP NOUN ADP DET PROPN PROPN ADV ADP ADV PRON VERB ADP DET NOUN ADJ DET NOUN ADV,1,"VLADIMIR Ashkenazy, one of the world's greatest pianists, said yesterday he felt far more at home in the Soviet Union now than when he departed  under a cloud  half a lifetime ago.",True
1220,1220,29700,44325,A word from the Admiral in the ear of the Pentagon might work wonders.’,0 0 0 0 0 0 0 0 0 0 0 0 1 1,work wonders,figurative,dashes,DET NOUN ADP DET NOUN ADP DET NOUN ADP DET PROPN VERB VERB PUNCT,1,A word from the Admiral in the ear of the Pentagon might  work wonders.’ ,True
1221,1221,15102,23022,"Instead you manipulate the plots of the others to your own ends, playing one off against the others, letting them waste their energies in fruitless rivalries while you look on from a safe distance, waiting patiently for the moment to make your move, the day when I drop dead and you can come home and claim your own.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,make a move,figurative,determiner-broad,ADV PRON VERB DET NOUN ADP DET NOUN ADP ADJ ADJ NOUN VERB NUM PART ADP DET NOUN VERB PRON VERB ADJ NOUN ADP ADJ NOUN ADP PRON VERB PART ADP DET ADJ NOUN VERB ADV ADP DET NOUN PART VERB ADJ NOUN DET NOUN ADV PRON VERB ADJ CCONJ PRON VERB VERB ADV CCONJ VERB ADJ ADJ,1,"Instead you manipulate the plots of the others to your own ends, playing one off against the others, letting them waste their energies in fruitless rivalries while you look on from a safe distance, waiting patiently for the moment to  make your move,  the day when I drop dead and you can come home and claim your own.",True
