,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,sentence,annotation,idiom,usage,variant,pos_tags,complete,text,label,clean_text,char_count,word_count,topic_sim_sum,topic_sim_index,topic_matches,score
1689,2013.0,1373,224856,,,,,,,,"... and using a mouse you do n't ? Like if I 'm playing Skyrim and I touch my mouse suddenly arrows turn into laser beams ? <h> @ @ @ @ @ @ @ @ @ @ , my experience was still sub-optimal as Windows never recognized my 360 controller when I plugged it in .",0,"... and using a mouse you do n't ? like if i 'm playing skyrim and i touch my mouse suddenly arrows turn into laser beams ?  @ @ @ @ @ @ @ @ @ @ , my experience was still sub-optimal as windows never recognized my  controller when i plugged it in .",248.0,55.0,0.0,0.0,[],
1277,1250.0,6991,781185,,,,,,,,"Bringing Amma to life through inspiring photos and compelling biographical narrative , Elisabeth Elliot urges readers to examine the depths of their own commitment to Christ . "" itemData "" the Back Cover",0,"bringing amma to life through inspiring photos and compelling biographical narrative , elisabeth elliot urges readers to examine the depths of their own commitment to christ . "" itemdata "" the back cover",203.0,33.0,0.0,0.0,[],
1142,1474.0,6282,724373,,,,,,,,"I have been told that I should prophesy . I want to say to you Latter-day Saints that to be a prophet of God all fear and all doubt have to leave your mind , and you then open your mouth and God gives you the words . But I have become so fearful about things I would be afraid to let it loose . I want to tell you there are a lot of us in the @ @ @ @ @ @ @ @ @ @ think and are doubtful about its fulfilment .",0,"i have been told that i should prophesy . i want to say to you latter-day saints that to be a prophet of god all fear and all doubt have to leave your mind , and you then open your mouth and god gives you the words . but i have become so fearful about things i would be afraid to let it loose . i want to tell you there are a lot of us in the @ @ @ @ @ @ @ @ @ @ think and are doubtful about its fulfilment .",408.0,96.0,0.0,0.0,[],
1551,1380.0,842,482188,,,,,,,,"As far as wine , I would go with reds and @ @ @ @ @ @ @ @ @ @ as well .",0,"as far as wine , i would go with reds and @ @ @ @ @ @ @ @ @ @ as well .",71.0,24.0,0.0,0.0,[],
1843,2070.0,370,1487066,,,,,,,,"Paul made that declaration at a time when the body could still be produced , and no doubt people tried to locate the body -- before and after Paul 's statement . ( Hey , I 'm from the Internet ; I know firsthand that people love to debunk things . )",0,"paul made that declaration at a time when the body could still be produced , and no doubt people tried to locate the body -- before and after paul 's statement . ( hey , i 'm from the internet ; i know firsthand that people love to debunk things . )",249.0,52.0,0.0,0.0,[],
1038,1365.0,5801,682422,,,,,,,,"but this has nothing to do with the quality of the bookbinding , but rather the quality of the book itself .",0,"but this has nothing to do with the quality of the bookbinding , but rather the quality of the book itself .",108.0,22.0,0.0,0.0,[],
1101,1272.0,5570,1375199,,,,,,,,"if you are only going to learn how to do one type of calculation , then learn to figure out percentages .",0,"if you are only going to learn how to do one type of calculation , then learn to figure out percentages .",105.0,22.0,0.0,0.0,[],
1560,2122.0,2330,490943,,,,,,,,"In one of the towers overlooking the Sea of Marmora and skirting the ancient city of Stamboul , there lived an old junkman , who earned a precarious livelihood in gathering cinders and useless pieces of iron , and selling them to smiths .",0,"in one of the towers overlooking the sea of marmora and skirting the ancient city of stamboul , there lived an old junkman , who earned a precarious livelihood in gathering cinders and useless pieces of iron , and selling them to smiths .",238.0,44.0,0.0,0.0,[],
1011,1657.0,4452,212932,,,,,,,,"The image that has won the award is "" Kavana Mozart "" ( Mozart Cafe ) that I made in December of 2010 in a Cafe located in Pula , Croatia . While I was drinking my coffee , resting after a visit to the Book Fair , I was attracted by this man 's expression . He was alone and quite , staring somewhere far away while slowly drinking his tea . It made me wonder how all our lives are apparently similar yet so incredibly distant and unreachable .",0,"the image that has won the award is "" kavana mozart "" ( mozart cafe ) that i made in december of  in a cafe located in pula , croatia . while i was drinking my coffee , resting after a visit to the book fair , i was attracted by this man 's expression . he was alone and quite , staring somewhere far away while slowly drinking his tea . it made me wonder how all our lives are apparently similar yet so incredibly distant and unreachable .",440.0,90.0,0.0,0.0,[],
1692,1787.0,9224,1401251,,,,,,,,"Well done Mr Morgan , but tell me : whats it like to interview an ornate lampshade with the light bulb burned out ? It seems that 's all Ms O'Donnell has to offer as a guest .",0,"well done mr morgan , but tell me : whats it like to interview an ornate lampshade with the light bulb burned out ? it seems that 's all ms o'donnell has to offer as a guest .",175.0,38.0,0.0,0.0,[],
1153,1234.0,9160,88859,,,,,,,,"Joe G. in Chicago performed a search using Siri , Google Maps and the iPhone Maps app . Here is what he found :",0,"joe g. in chicago performed a search using siri , google maps and the iphone maps app . here is what he found :",111.0,24.0,0.0,0.0,[],
1624,1742.0,4742,1018459,,,,,,,,"My blog is mainly about personal development &; dating . Once I build a decent following , I decided to publish an old story about myself where I was a ragging drunk , partying , hitting on girls and doing outrageous shit . At the end of the article I described the lessons I learned from it . I felt failures in life are more valuable lessons than constant success stories .",0,"my blog is mainly about personal development &; dating . once i build a decent following , i decided to publish an old story about myself where i was a ragging drunk , partying , hitting on girls and doing outrageous shit . at the end of the article i described the lessons i learned from it . i felt failures in life are more valuable lessons than constant success stories .",375.0,72.0,0.0,0.0,[],
1499,2108.0,7855,643162,,,,,,,,"I lost most every friend I ever had . Entire family truely "" tolerates "" me as They think I am certifiable nuts !",0,"i lost most every friend i ever had . entire family truely "" tolerates "" me as they think i am certifiable nuts !",113.0,24.0,0.0,0.0,[],
1266,1832.0,4174,840112,,,,,,,,"But now the problem is easy . The area of a rectangle equals its @ @ @ @ @ @ @ @ @ @ r yields an area of ? r 2 for the rectangle . And since the rearranged shape always has the same area as the circle , that 's the answer for the circle too !",0,"but now the problem is easy . the area of a rectangle equals its @ @ @ @ @ @ @ @ @ @ r yields an area of ? r  for the rectangle . and since the rearranged shape always has the same area as the circle , that 's the answer for the circle too !",241.0,58.0,0.0,0.0,[],
1717,1276.0,9059,755290,,,,,,,,"The Silence of the Lambs refers to Starling being haunted by the memory of lambs screaming as they were slaughtered , and Lecter 's suggestion that saving Catherine Martin might help put an end to that .",0,"the silence of the lambs refers to starling being haunted by the memory of lambs screaming as they were slaughtered , and lecter 's suggestion that saving catherine martin might help put an end to that .",203.0,37.0,0.0,0.0,[],
1862,1226.0,27,1399585,,,,,,,,"After three years . After a year . Two years . Five years . More than 400 days . According to psychologists , no longer than thirty days . The entire time he was held there . Intermittently for nearly a decade .",0,"after three years . after a year . two years . five years . more than  days . according to psychologists , no longer than thirty days . the entire time he was held there . intermittently for nearly a decade .",208.0,42.0,0.0,0.0,[],
1077,1960.0,7251,1194577,,,,,,,,"There are two major types of arthritis -- osteoarthritis , which is the "" wear and tear "" arthritis , and rheumatoid arthritis , an inflammatory type of arthritis that happens when the body 's immune system does not work properly . <h> What Is Osteoarthritis ?",0,"there are two major types of arthritis -- osteoarthritis , which is the "" wear and tear "" arthritis , and rheumatoid arthritis , an inflammatory type of arthritis that happens when the body 's immune system does not work properly .  what is osteoarthritis ?",257.0,46.0,0.0,0.0,[],
