,Unnamed: 0,label,expression,dataset,position,id,context,text,Unnamed: 0.2,Unnamed: 0.1,sentence,annotation,idiom,usage,variant,pos_tags,complete
544,1615,0,,,,,,A group of more than 30 travellers ' caravans have now set up on a roadside site a mile from the village [PET_BOUNDARY] at Crew crossroads. [PET_BOUNDARY],544.0,1236.0,A group of more than 30 travellers ' caravans have now set up on a roadside site a mile from the village at Crew crossroads.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1,at the crossroads,literal,determiner-broad,DET NOUN ADP ADJ ADP NUM NOUN PART NOUN VERB ADV VERB PART ADP DET NOUN NOUN DET NOUN ADP DET NOUN ADP PROPN NOUN,1.0
536,27293,0,,,,,,It perched [PET_BOUNDARY] on the elm's horns [PET_BOUNDARY] and soon several others followed it.,536.0,18005.0,It perched on the elm's horns and soon several others followed it.,0 0 1 0 0 1 0 0 0 0 0 0,on the horn,literal,combined-inflection,PRON VERB ADP DET NOUN NOUN CCONJ ADV ADJ NOUN VERB PRON,1.0
415,40453,0,,,,,,"As she did so, Greg's eye went back [PET_BOUNDARY] to the letter [PET_BOUNDARY] on the dressing - table.",415.0,27159.0,"As she did so, Greg's eye went back to the letter on the dressing - table.",0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0,to the letter,literal,identical,ADP PRON VERB ADV PROPN NOUN VERB ADV ADP DET NOUN ADP DET NOUN PUNCT NOUN,1.0
317,20826,0,,,,,,"She had asked if they could have it private, early or late, but had been told they must [PET_BOUNDARY] join the club, [PET_BOUNDARY] for which there was a waiting list and a subscription.",317.0,13764.0,"She had asked if they could have it private, early or late, but had been told they must join the club, for which there was a waiting list and a subscription.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0,join the club,literal,identical,PRON VERB VERB ADP PRON VERB VERB PRON ADJ ADJ CCONJ ADJ CCONJ VERB VERB VERB PRON VERB VERB DET NOUN ADP ADJ ADV VERB DET NOUN NOUN CCONJ DET NOUN,1.0
722,26823,0,,,,,,Only he had not lifted his head carefully at enough and had hit it ; he turned it and rubbed it [PET_BOUNDARY] on the carpet [PET_BOUNDARY] in pain and irritation.,722.0,17675.0,Only he had not lifted his head carefully at enough and had hit it ; he turned it and rubbed it on the carpet in pain and irritation.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0,on the carpet,literal,identical,ADV PRON VERB ADV VERB ADJ NOUN ADV ADP ADV CCONJ VERB VERB PRON PUNCT PRON VERB PRON CCONJ VERB PRON ADP DET NOUN ADP NOUN CCONJ NOUN,1.0
83,33614,0,,,,,,"The king sighed and stirred in his chair, and reached out a hand to [PET_BOUNDARY] ring the small silver bell [PET_BOUNDARY] on his table for his chamberlain.",83.0,22466.0,"The king sighed and stirred in his chair, and reached out a hand to ring the small silver bell on his table for his chamberlain.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0,ring a bell,literal,combined-other,DET NOUN VERB CCONJ VERB ADP ADJ NOUN CCONJ VERB PART DET NOUN PART VERB DET ADJ ADJ NOUN ADP ADJ NOUN ADP ADJ NOUN,1.0
514,19976,0,,,,,,"' It comes [PET_BOUNDARY] in red, [PET_BOUNDARY] yellow or green and it looks like plastic. '",514.0,13089.0,"' It comes in red, yellow or green and it looks like plastic. '",0 0 0 1 1 0 0 0 0 0 0 0 0 0,in the red,literal,deletion-determiner,PUNCT PRON VERB ADP ADJ ADJ CCONJ ADJ CCONJ PRON VERB ADP NOUN PUNCT,1.0
451,12134,0,,,,,,‘ All the electricity's [PET_BOUNDARY] got lost.’ [PET_BOUNDARY],451.0,7750.0,‘ All the electricity's got lost.’,0 0 0 0 1 1,get lost,literal,combined-inflection,PUNCT ADJ DET NOUN VERB NOUN,1.0
390,27683,0,,,,,,There has been no word of apology or interest paid [PET_BOUNDARY] on money [PET_BOUNDARY] retained.,390.0,18394.0,There has been no word of apology or interest paid on money retained.,0 0 0 0 0 0 0 0 0 0 1 1 0,on the money,literal,deletion-determiner,ADV VERB VERB DET NOUN ADP NOUN CCONJ NOUN VERB ADP NOUN VERB,1.0
586,20770,0,,,,,,Rhee [PET_BOUNDARY] joined the Independence Club [PET_BOUNDARY] soon after his conversion to Christianity ; he was arrested and spent seven years in prison.,586.0,13708.0,Rhee joined the Independence Club soon after his conversion to Christianity ; he was arrested and spent seven years in prison.,0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,join the club,literal,combined-inflection,NOUN VERB DET PROPN PROPN ADV ADP ADJ NOUN ADP PROPN PUNCT PRON VERB VERB CCONJ VERB NUM NOUN ADP NOUN,1.0
775,38947,0,,,,,,"Aside from abolition of exchange controls by the other major economies, the Government insists that Britain's inflation rate be brought more in line with that of her trading partners, before Britain [PET_BOUNDARY] takes the ERM plunge. [PET_BOUNDARY]",775.0,26071.0,"Aside from abolition of exchange controls by the other major economies, the Government insists that Britain's inflation rate be brought more in line with that of her trading partners, before Britain takes the ERM plunge.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1,take the plunge,literal,combined-inflection,ADV ADP NOUN ADP NOUN NOUN ADP DET ADJ ADJ NOUN DET PROPN VERB ADP PROPN NOUN NOUN VERB VERB ADV ADP NOUN ADP DET ADP ADJ NOUN NOUN ADP PROPN VERB DET PROPN NOUN,1.0
900,18516,0,,,,,,A woman in a shirt dyed [PET_BOUNDARY] in black [PET_BOUNDARY] is sitting next to a fluorescent green bag,900.0,11684.0,A woman in a shirt dyed in black is sitting next to a fluorescent green bag,0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0,in the black,literal,deletion-determiner,DET NOUN ADP DET NOUN VERB ADP ADJ VERB VERB ADJ ADP DET ADJ ADJ NOUN,1.0
391,18325,0,,,,,,Put these things [PET_BOUNDARY] in the black bag [PET_BOUNDARY],391.0,11493.0,Put these things in the black bag,0 0 0 1 0 0 1,in the bag,literal,insertion-other,VERB DET NOUN ADP DET ADJ NOUN,1.0
32,16826,0,,,,,,Was that was that [PET_BOUNDARY] hot air [PET_BOUNDARY] balloon following you by any chance?,32.0,10652.0,Was that was that hot air balloon following you by any chance?,0 0 0 0 1 1 0 0 0 0 0 0,hot air,literal,identical,VERB DET VERB DET ADJ NOUN NOUN VERB PRON ADP DET NOUN,1.0
14,24330,0,,,,,,"The face in the picture was still terrible — more hateful, if possible, than before — and the red on the hand seemed brighter, like [PET_BOUNDARY] new blood. [PET_BOUNDARY]",14.0,15866.0,"The face in the picture was still terrible — more hateful, if possible, than before — and the red on the hand seemed brighter, like new blood.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1,new blood,literal,identical,DET NOUN ADP DET NOUN VERB ADV ADJ PUNCT ADV ADJ ADP ADJ ADP ADP PUNCT CCONJ DET NOUN ADP DET NOUN VERB ADJ ADP ADJ NOUN,1.0
403,20834,0,,,,,,"OVER 50 ROMANIAN players, nearly half of them internationals, have [PET_BOUNDARY] joined French clubs. [PET_BOUNDARY]",403.0,13772.0,"OVER 50 ROMANIAN players, nearly half of them internationals, have joined French clubs.",0 0 0 0 0 0 0 0 0 0 1 0 1,join the club,literal,combined-inflection,ADP NUM PROPN NOUN ADV NOUN ADP PRON NOUN VERB VERB ADJ NOUN,1.0
664,14850,0,,,,,,He turned off on to the taxiway and followed the [PET_BOUNDARY] green ' go ' lights [PET_BOUNDARY] to a corner away from the main Terminal One.,664.0,9307.0,He turned off on to the taxiway and followed the green ' go ' lights to a corner away from the main Terminal One.,0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0,green light,literal,combined-inflection,PRON VERB PART ADP ADP DET NOUN CCONJ VERB DET ADJ PUNCT NOUN PUNCT NOUN ADP DET NOUN ADV ADP DET ADJ PROPN NUM,1.0
295,19203,0,,,,,,"it might be better to use like just wait on the edge of like a or something like that the other groundhog just hangs out there, it can't go back down [PET_BOUNDARY] in its hole. [PET_BOUNDARY]",295.0,12371.0,"it might be better to use like just wait on the edge of like a or something like that the other groundhog just hangs out there, it can't go back down in its hole.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1,in the hole,literal,determiner-broad,PRON VERB VERB ADJ PART VERB INTJ ADV VERB ADP DET NOUN ADP INTJ DET CCONJ NOUN ADP ADP DET ADJ NOUN ADV VERB PART ADV PRON VERB VERB ADV ADV ADP ADJ NOUN,1.0
272,18399,0,,,,,,[PET_BOUNDARY] In your bag [PET_BOUNDARY] with your kit!,272.0,11567.0,In your bag with your kit!,1 0 1 0 0 0,in the bag,literal,combined-other,ADP ADJ NOUN ADP ADJ NOUN,1.0
186,36539,0,,,,,,She claims she's never [PET_BOUNDARY] spent a penny [PET_BOUNDARY] on advertising ever since.,186.0,24490.0,She claims she's never spent a penny on advertising ever since.,0 0 0 0 1 0 1 0 0 0 0,spend a penny,literal,inflection,PRON VERB PRON ADV VERB DET NOUN ADP NOUN ADV ADV,1.0
312,15281,0,,,,,,Leeds [PET_BOUNDARY] had the ball [PET_BOUNDARY] in the net three times ; Man City had about three shots on target.,312.0,9646.0,Leeds had the ball in the net three times ; Man City had about three shots on target.,0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0,have a ball,literal,combined-inflection,NOUN VERB DET NOUN ADP DET ADJ NUM NOUN PUNCT PROPN PROPN VERB ADV NUM NOUN ADP NOUN,1.0
163,12068,0,,,,,,"thing is that you know we were at w we, actually we [PET_BOUNDARY] got lost [PET_BOUNDARY] and were asking directions.",163.0,7684.0,"thing is that you know we were at w we, actually we got lost and were asking directions.",0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0,get lost,literal,inflection,NOUN VERB ADP PRON VERB PRON VERB ADP NUM PRON ADV PRON VERB VERB CCONJ VERB VERB NOUN,1.0
652,28036,0,,,,,,"When the statement had been issued, Mr Telford allowed his pistol to be hauled up [PET_BOUNDARY] on a rope. [PET_BOUNDARY]",652.0,18747.0,"When the statement had been issued, Mr Telford allowed his pistol to be hauled up on a rope.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1,on the ropes,literal,combined-inflection,ADV DET NOUN VERB VERB VERB PROPN PROPN VERB ADJ NOUN PART VERB VERB PART ADP DET NOUN,1.0
630,15493,0,,,,,,Then very shortly after her birth on New Year's Day it was realised she [PET_BOUNDARY] had a heart [PET_BOUNDARY] problem.,630.0,9856.0,Then very shortly after her birth on New Year's Day it was realised she had a heart problem.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0,have a heart,literal,inflection,ADV ADV ADV ADP ADJ NOUN ADP PROPN PROPN NOUN PRON VERB VERB PRON VERB DET NOUN NOUN,1.0
236,35181,0,,,,,,"One day, much to Dustin's irritation, she asked the driver of the limo that was taking the two of them back to Manhattan to stop because she [PET_BOUNDARY] saw a wishing star [PET_BOUNDARY] in the sky.",236.0,23616.0,"One day, much to Dustin's irritation, she asked the driver of the limo that was taking the two of them back to Manhattan to stop because she saw a wishing star in the sky.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0,see stars,literal,combined-inflection,NUM NOUN ADJ ADP PROPN NOUN PRON VERB DET NOUN ADP DET NOUN ADJ VERB VERB DET NUM ADP PRON ADV ADP PROPN PART VERB ADP PRON VERB DET VERB NOUN ADP DET NOUN,1.0
927,28437,0,,,,,,"So Thomas Goldney selected as his architect George Tully, a fellow Quaker who had learnt his trade working as a carpenter [PET_BOUNDARY] on Queen Square [PET_BOUNDARY] for another carpenter turned contractor, John Price.",927.0,19148.0,"So Thomas Goldney selected as his architect George Tully, a fellow Quaker who had learnt his trade working as a carpenter on Queen Square for another carpenter turned contractor, John Price.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0,on the square,literal,combined-other,ADV PROPN PROPN VERB ADP ADJ NOUN PROPN PROPN DET NOUN PROPN NOUN VERB VERB ADJ NOUN VERB ADP DET NOUN ADP PROPN PROPN ADP DET NOUN VERB NOUN PROPN PROPN,1.0
416,16172,0,,,,,,"A third variation is the degree of supplier participation in engineering, which is [PET_BOUNDARY] highest in Japan and lowest [PET_BOUNDARY] in the US.",416.0,10194.0,"A third variation is the degree of supplier participation in engineering, which is highest in Japan and lowest in the US.",0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0,high and low,literal,misc,DET ADJ NOUN VERB DET NOUN ADP NOUN NOUN ADP NOUN ADJ VERB ADJ ADP PROPN CCONJ ADJ ADP DET PROPN,1.0
233,28241,0,,,,,,"They were made in Plasticine, and obviously based on photographs of Hindu sculpture in the art books [PET_BOUNDARY] on his bottom shelves. [PET_BOUNDARY]",233.0,18952.0,"They were made in Plasticine, and obviously based on photographs of Hindu sculpture in the art books on his bottom shelves.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1,on the shelf,literal,combined-inflection,PRON VERB VERB ADP PROPN CCONJ ADV VERB ADP NOUN ADP PROPN NOUN ADP DET NOUN NOUN ADP ADJ ADJ NOUN,1.0
109,26125,0,,,,,,"My Lords, I beg leave to ask the question standing in my name [PET_BOUNDARY] on the Order Paper. [PET_BOUNDARY]",109.0,17060.0,"My Lords, I beg leave to ask the question standing in my name on the Order Paper.",0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1,on paper,literal,combined-other,ADJ PROPN PRON VERB VERB PART VERB DET NOUN VERB ADP ADJ NOUN ADP DET PROPN PROPN,1.0
679,33333,0,,,,,,"Some of our [PET_BOUNDARY] rarest breeding birds [PET_BOUNDARY] require more intensive, on - the - spot protection, often involving round - the - clock guards and electronic surveillance against egg collectors or others who wish to harm the birds.",679.0,22243.0,"Some of our rarest breeding birds require more intensive, on - the - spot protection, often involving round - the - clock guards and electronic surveillance against egg collectors or others who wish to harm the birds.",0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,rare bird,literal,misc,DET ADP ADJ ADJ NOUN NOUN VERB ADV ADJ ADP PUNCT DET PUNCT NOUN NOUN ADV VERB ADJ PUNCT DET PUNCT NOUN NOUN CCONJ ADJ NOUN ADP NOUN NOUN CCONJ NOUN NOUN VERB PART VERB DET NOUN,1.0
430,25403,0,,,,,,‘ It blew the clock [PET_BOUNDARY] off the wall [PET_BOUNDARY] and hit me on the head.’,430.0,16455.0,‘ It blew the clock off the wall and hit me on the head.’,0 0 0 0 0 1 0 1 0 0 0 0 0 0,off the wall,literal,identical,PUNCT PRON VERB DET NOUN ADP DET NOUN CCONJ VERB PRON ADP DET NOUN,1.0
525,23698,0,,,,,,Volunteers from Cheltenham Cycle Campaign are putting recycled tarmac onto a path cleared from brambles to [PET_BOUNDARY] make a cycle track. [PET_BOUNDARY],525.0,15496.0,Volunteers from Cheltenham Cycle Campaign are putting recycled tarmac onto a path cleared from brambles to make a cycle track.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1,make tracks,literal,combined-inflection,NOUN ADP PROPN PROPN PROPN VERB VERB ADJ NOUN ADP DET NOUN VERB ADP NOUN PART VERB DET NOUN NOUN,1.0
96,28054,0,,,,,,"Thankfully he went up to it, getting a grip [PET_BOUNDARY] on its side ropes [PET_BOUNDARY] as he surfaced.",96.0,18765.0,"Thankfully he went up to it, getting a grip on its side ropes as he surfaced.",0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0,on the ropes,literal,combined-other,ADV PRON VERB PART ADP PRON VERB DET NOUN ADP ADJ NOUN NOUN ADP PRON VERB,1.0
707,26525,0,,,,,,"He is a quick learner, claims innocence [PET_BOUNDARY] on the ball [PET_BOUNDARY] - scuffing charges, took 29 New Zealand wickets in three Tests, and claimed 60 % of his 113 wickets last summer either bowled or lbw.",707.0,17377.0,"He is a quick learner, claims innocence on the ball - scuffing charges, took 29 New Zealand wickets in three Tests, and claimed 60 % of his 113 wickets last summer either bowled or lbw.",0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,on the ball,literal,identical,PRON VERB DET ADJ NOUN VERB NOUN ADP DET NOUN PUNCT NOUN NOUN VERB NUM PROPN PROPN NOUN ADP NUM NOUN CCONJ VERB NUM NOUN ADP ADJ NUM NOUN ADJ NOUN CCONJ VERB CCONJ ADJ,1.0
782,26542,0,,,,,,He could now lose it [PET_BOUNDARY] on the last ball! [PET_BOUNDARY],782.0,17394.0,He could now lose it on the last ball!,0 0 0 0 0 1 0 0 1,on the ball,literal,insertion-other,PRON VERB ADV VERB PRON ADP DET ADJ NOUN,1.0
323,11787,0,,,,,,Does anybody know when you can apply for tickets for the Villa [PET_BOUNDARY] game on [PET_BOUNDARY] Jan 3rd.,323.0,7467.0,Does anybody know when you can apply for tickets for the Villa game on Jan 3rd.,0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0,game on,literal,identical,VERB NOUN VERB ADV PRON VERB VERB ADP NOUN ADP DET PROPN NOUN ADP PROPN NOUN,1.0
52,15868,0,,,,,,"He had been travelling for eight years and was now [PET_BOUNDARY] heading south [PET_BOUNDARY] towards Delhi, the capital of the Sultan of Hindustan.",52.0,10062.0,"He had been travelling for eight years and was now heading south towards Delhi, the capital of the Sultan of Hindustan.",0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0,head south,literal,inflection,PRON VERB VERB VERB ADP NUM NOUN CCONJ VERB ADV VERB ADV ADP PROPN DET NOUN ADP DET PROPN ADP PROPN,1.0
889,18153,0,,,,,,"I made sure I had sufficient pellets [PET_BOUNDARY] in my jacket pockets, [PET_BOUNDARY] then headed out of the house for the Rabbit Grounds on the mainland, between the large branch of the creek and the town dump.",889.0,11346.0,"I made sure I had sufficient pellets in my jacket pockets, then headed out of the house for the Rabbit Grounds on the mainland, between the large branch of the creek and the town dump.",0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,in someone's pocket,literal,combined-inflection,PRON VERB ADJ PRON VERB ADJ NOUN ADP ADJ NOUN VERB ADV VERB ADP ADP DET NOUN ADP DET PROPN PROPN ADP DET NOUN ADP DET ADJ NOUN ADP DET NOUN CCONJ DET NOUN NOUN,1.0
341,41619,0,,,,,,"Her freshly baked treat goes for 100 Kwanzas, about £ 2 at the legal exchange rate but just [PET_BOUNDARY] two pence [PET_BOUNDARY] on the open market.",341.0,27992.0,"Her freshly baked treat goes for 100 Kwanzas, about £ 2 at the legal exchange rate but just two pence on the open market.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0,two a penny,literal,combined-inflection,ADJ ADV ADJ NOUN VERB ADP NUM PROPN ADV SYM NUM ADP DET ADJ NOUN NOUN CCONJ ADV NUM NOUN ADP DET ADJ NOUN,1.0
241,33520,0,,,,,,"Promptly at nine next morning Modigliani [PET_BOUNDARY] rang Indenbaum's door bell, [PET_BOUNDARY] clean - shaven, his hair carefully brushed.",241.0,22372.0,"Promptly at nine next morning Modigliani rang Indenbaum's door bell, clean - shaven, his hair carefully brushed.",0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0,ring a bell,literal,combined-inflection,ADV ADP NUM ADJ NOUN PROPN VERB PROPN NOUN NOUN ADJ PUNCT ADJ ADJ NOUN ADV VERB,1.0
594,43379,0,,,,,,"From left to right : Lynda is [PET_BOUNDARY] wearing Rohan Gobi trousers, [PET_BOUNDARY] a Craghoppers Tarn fleece and a Stormbreaker jacket.",594.0,29019.0,"From left to right : Lynda is wearing Rohan Gobi trousers, a Craghoppers Tarn fleece and a Stormbreaker jacket.",0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0,wear the trousers,literal,combined-inflection,ADP VERB ADP NOUN PUNCT PROPN VERB VERB PROPN PROPN NOUN DET PROPN PROPN NOUN CCONJ DET PROPN NOUN,1.0
98,20801,0,,,,,,People [PET_BOUNDARY] join the savings club [PET_BOUNDARY] and after 12 weeks ' contributing can get loans at 1 per cent interest.,98.0,13739.0,People join the savings club and after 12 weeks ' contributing can get loans at 1 per cent interest.,0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0,join the club,literal,insertion-other,NOUN VERB DET NOUN NOUN CCONJ ADP NUM NOUN PART NOUN VERB VERB NOUN ADP NUM NOUN NOUN NOUN,1.0
