,Unnamed: 0,index,label,sentence,pos,v_index
20188,20188,3375,1,"By 9 a.m., the cadets are off to class, batlike figures in dark, flowing rain capes, black briefcases clutched with precision in their left hands",VERB,13
18863,18863,2050,1,"The growing consensus in the computer industry is that midsized products are the weakest part of IBM's business right now, and that IBM needs to fix that problem in 1988",VERB,25
27599,27599,321,1,All eyes are fixed on 18 television sets showing the changing of the guard at Buckingham Palace,VERB,3
19788,19788,2975,1,"But this program fosters an insidious idea: Intelligent discussion is silly -- whoever's the loudest, wins. -LRB- And of course Mort, with his own sound men riding the mixing board, is always loudest. -RRB-/-R",VERB,26
16564,16564,3488,1,"Washington then all but put the game away by eating more than six minutes of the clock, and caging the Bears deep in their own end, with a drive in which Williams completed two third- down passes",VERB,9
15960,15960,2884,1,I was about to step forth on a dare from my editor when a spaced- out blonde weaved out of the crowd,VERB,4
21334,21334,1157,1,Dealers said the volume of selling orders made it impossible to fix the closing prices,VERB,11
22845,22845,2668,1,"But in the short- term it will absorb a lot of top management's energy and attention, "" says Philippe Haspeslagh, a business professor at the European management school, Insead, in Paris",VERB,7
9306,9306,1832,1,"During most of this decade, apparel prices rose slowly, because low- priced imports flooded into the U.S. and domestic manufacturers tried to stay competitive",VERB,13
15799,15799,2723,1,""" These guys who are poisoning our youth with drugs and who are making money on it, we'll make them eat it, "" he said",VERB,20
28876,28876,1971,1,"Other democracies believe, as Americans have believed until recently, that free institutions rest on consent, not on coercion, and that coercion can not create belief",VERB,12
14903,14903,1827,1,"He proposed what ministers in many countries have only danced around -- movement toward a global fixed- rate system, possibly linked to gold",VERB,9
18402,18402,1589,1,"After a power failure knocked out the elevators, he climbed up and down all those flights at mealtimes",VERB,4
18457,18457,1644,1,Ideas may strike it but they just bounce off,VERB,2
9613,9613,2139,1,"In the past month, the company's shares have been bouncing around in the mid- to- high$ 50s and touched$ 60",VERB,18
1811,1811,692,1,"Still, it's a flinty character indeed who wouldn't be touched by this delicately crafted piece of work",VERB,9
20852,20852,302,1,"Black& Decker Corp. stepped up pressure on American Standard Inc., indicating that it might further sweeten its$ 65-a- share bid if financial information supports a higher figure",VERB,3
31767,31767,1125,1,"MISSED CONNECTIONS: If you're bound for Denver but get stuck in Detroit for the night because of a missed connection, don't expect the airline to help",VERB,9
33395,33395,3126,1,"China poured tens of thousands of dollars into producing the country's first batch of U.S .- trained M.B.A.s, including Mr. Wang",VERB,1
27836,27836,558,1,"Generale de Belgique's president, Rene Lamy, conceded that he could be forced to resign as a result of the demands that would be made by the new shareholders, but said he would step down willingly if it would ensure that the company would remain in Belgian hands",VERB,32
25246,25246,1332,1,The class- action suit was brought by a New York investor who purchased several thousands of dollars of First RepublicBank debt last year only to watch his investment wither as Texas's largest banking company rolled up a$ 656.8 million net loss for 1987 before seeking a bailout from the Federal Deposit Insurance Corp,VERB,34
26302,26302,2761,1,"There are a host of reasons why the January price increase should be sticking and why prices might go up another few cents in July, when by tradition the industry will reset them",VERB,13
16270,16270,3194,1,"And at Mellon Bank Corp., a followership workshop helped smooth a major restructuring in the corporate banking department",VERB,9
15758,15758,2682,1,Agreement was reached that an initiative to roll back and cap property taxes should be placed on the November ballot,VERB,7
15007,15007,1931,1,"For their part, though, Chicago aldermen have been too busy functioning as art critics to besiege the statehouse in Springfield on behalf of the team, and state legislators have shown more inclination to clown than to move quickly or positively",VERB,15
25202,25202,1288,1,"A military group led by two men described as supporters of former ruler Ne Win took power in embattled Burma, and angry citizens armed with homemade weapons poured into Rangoon's streets to reject the new regime only hours after it was announced",VERB,27
34102,34102,96,1,""" Ten years ago, it was enough to latch onto something 100% proven, "" says Shoji Kumagai, general manager of technical development at giant Sumitomo Corp. "" Today we have to grab it at the idea stage.'",VERB,31
28893,28893,1988,1,"MORE FIRED MANAGERS strike out on their own, but many just strike out",VERB,11
9240,9240,1766,1,Yesterday's bond and yen sell- off in Japan occurred after central bank officials told local reporters the bank was sticking to that position,VERB,19
14563,14563,1487,1,"Difficult as it was, young Miss Mills managed to grab some of the spotlight from her Papa Bear mentor",VERB,9
8296,8296,2687,1,"At Russell Field here he is besieged for autographs and his ears are bent relentlessly by people, mostly older ones, who want to share baseball memories",VERB,6
27457,27457,179,1,"Traditions die hard, and the Fed hasn't shaken its habit of targeting the real economy -- under the notion that inflation, too much money chasing too few goods, is prevented by curtailing the production of goods",VERB,1
33859,33859,3590,1,"In other words, Mr. Pavarotti's gorgeous tenor didn't seem to strike anyone listening as anything but gorgeous; no one in Beijing seemed to wonder whether he was being mugged",VERB,10
2515,2515,1396,1,""" When it doesn't rain on my land, it will rain on my brother's, "" says Antonio Avina",VERB,10
21572,21572,1395,1,"By the 17th century, fashion had replaced utility, and cavalier Frenchmen donned ornate linen and lace cravats, knotted in the center with long flowing ends that accented their moustaches",VERB,23
19195,19195,2382,1,"It reported the cheers for the conservative opposition candidate aimed at drowning out the orchestrated chants for the government party's man, and how ruling- party followers were taunted with cries of "" sheep "" and "" rats "" as security guards surrounded Mr. Salinas",VERB,11
31176,31176,534,1,"The firm's list also targets several truly out- of- favor stocks, namely Primerica, the financial- services concern, and retailers Dayton Hudson and Zayre",VERB,4
10824,10824,739,1,"Thus, Airbus's proposed cargo sleepers -- ordinary metal freight containers outfitted with beds that would ride in the belly of the plane -- are being studied by carriers such as Lufthansa German Airlines, but only for its crew",VERB,15
16334,16334,3258,1,Mitterrand dissolved parliament Saturday,VERB,1
26424,26424,2883,1,Government investigators said they are stepping up efforts to gain the cooperation of numerous figures in the Pentagon bribery- and- fraud scandal and hope to obtain the assistance of dozens of key witnesses within two months,VERB,5
5955,5955,1472,1,"One broker, whose business failed after the crash, began abusing drugs -- mainly sleeping pills -- and contemplated divorce and suicide, says Mari Terzaghi, a clinical psychologist who treats many Wall Street professionals",VERB,13
10659,10659,574,1,"We should not deny the existence of abhorrent passages, but let us not pass over thousands of pages embodying tolerance, forgiveness and allembracing harmony, such as in "" The Brothers Karamazov "" and many others, and Dostoevsky's speech commemorating the death of Pushkin in which he urged Russian national universality",VERB,13
