,label,expression,dataset,position,id,context,text
337,1,sticking,TroFi_ORIGSPLIT,[173 181],TroFi.o.3237,"Pressure mounted on Pakistan to sign an accord aimed at securing the withdrawal of about 115 , 000 Soviet troops from neighboring Afghanistan , but Islamabad appeared to be sticking to its demand for a new government in Kabul to oversee the pullout .","Pressure mounted on Pakistan to sign an accord aimed at securing the withdrawal of about 115 , 000 Soviet troops from neighboring Afghanistan , but Islamabad appeared to be [PET_BOUNDARY]sticking[PET_BOUNDARY]sticking"
781,1,misses,TroFi_ORIGSPLIT,[40 46],TroFi.o.2306,"The point of view of the economist here misses the essential by being too technical , namely that the values associated with a free-market economy can be destroyed by the tax system .",The point of view of the economist here [PET_BOUNDARY]misses[PET_BOUNDARY]misses
320,1,absorb,TroFi_ORIGSPLIT,[80 86],TroFi.o.10,But he said Cigna 's after-tax gain wo n't be material because the company will absorb certain deferred taxes of the division .,But he said Cigna 's after-tax gain wo n't be material because the company will [PET_BOUNDARY]absorb[PET_BOUNDARY]absorb
341,1,flourish,TroFi_ORIGSPLIT,[122 130],TroFi.o.1475,"Because of continuing uncertainties associated with the stock market and inflation , he said consumer demand for CDs will flourish if interest rates get nearer to 10 % .","Because of continuing uncertainties associated with the stock market and inflation , he said consumer demand for CDs will [PET_BOUNDARY]flourish[PET_BOUNDARY]flourish"
911,1,pump,TroFi_ORIGSPLIT,[51 55],TroFi.o.2592,"The commission 's endorsement of using gambling to pump up Detroit 's economy was widely expected , and serves mainly to push the heated Detroit casino debate back to the city council .",The commission 's endorsement of using gambling to [PET_BOUNDARY]pump[PET_BOUNDARY]pump
979,1,ride,TroFi_ORIGSPLIT,[62 66],TroFi.o.2772,"The House of Representatives , where some 98 % of the Members ride the PAC trail back into office , is looking more and more like a shoddy place .","The House of Representatives , where some 98 % of the Members [PET_BOUNDARY]ride[PET_BOUNDARY]ride"
486,1,grasp,TroFi_ORIGSPLIT,[24 29],TroFi.o.1760,Authors are starting to grasp this simple fact .,Authors are starting to [PET_BOUNDARY]grasp[PET_BOUNDARY]grasp
1025,1,plowed,TroFi_ORIGSPLIT,[43 49],TroFi.o.2466,"It knocked her down , ran over her leg and plowed into some parked cars , hurtling her six-week-old son off the front seat .","It knocked her down , ran over her leg and [PET_BOUNDARY]plowed[PET_BOUNDARY]plowed"
1069,1,examining,TroFi_ORIGSPLIT,[18 27],TroFi.o.1167,The Bank Board is examining various alternatives that would bypass the need for any California state approvals .,The Bank Board is [PET_BOUNDARY]examining[PET_BOUNDARY]examining
1637,1,smoothed,TroFi_ORIGSPLIT,[19 27],TroFi.o.3043,"The oil deals were smoothed by Mr. Chatichai 's close personal ties with then-Saudi Oil Minister Ahmed Zaki Yamani , who was a former neighbor in Switzerland , and whose son used to spend holidays with Mr. Chatichai 's family .",The oil deals were [PET_BOUNDARY]smoothed[PET_BOUNDARY]smoothed
368,1,stumbled,TroFi_ORIGSPLIT,[104 112],TroFi.o.3490,"The government 's economic program , introduced with much enthusiasm at the beginning of the year , has stumbled clumsily from the start .","The government 's economic program , introduced with much enthusiasm at the beginning of the year , has [PET_BOUNDARY]stumbled[PET_BOUNDARY]stumbled"
1638,1,strikes,TroFi_ORIGSPLIT,[43 50],TroFi.o.3299,"A steep falloff in U.S. oats production `` strikes terror in our hearts , '' says a commodity buyer for Quaker Oats Co .",A steep falloff in U.S. oats production `` [PET_BOUNDARY]strikes[PET_BOUNDARY]strikes
1056,1,ride,TroFi_ORIGSPLIT,[88 92],TroFi.o.2770,"Mr. Chun , one DJP official said , fought the resignations , `` believing he could just ride out the storm . ''/''","Mr. Chun , one DJP official said , fought the resignations , `` believing he could just [PET_BOUNDARY]ride[PET_BOUNDARY]ride"
224,1,escape,TroFi_ORIGSPLIT,[85 91],TroFi.o.908,A federal judge reversed a decision that had given investors an apparent loophole to escape from the arbitration agreements their stockbrokers often require .,A federal judge reversed a decision that had given investors an apparent loophole to [PET_BOUNDARY]escape[PET_BOUNDARY]escape
679,1,ride,TroFi_ORIGSPLIT,[143 147],TroFi.o.2771,"Says Romy Enriquez , an independent candidate for mayor of Zamboanga City: `` You might think Cory is still a candidate the way people like to ride on her popularity . ''/''","Says Romy Enriquez , an independent candidate for mayor of Zamboanga City: `` You might think Cory is still a candidate the way people like to [PET_BOUNDARY]ride[PET_BOUNDARY]ride"
316,1,stick,TroFi_ORIGSPLIT,[109 114],TroFi.o.3196,But yesterday Mr. Lawson said it would be `` pretty good anti-inflationary discipline '' if the pound `` can stick close '' to a level against the West German currency .,But yesterday Mr. Lawson said it would be `` pretty good anti-inflationary discipline '' if the pound `` can [PET_BOUNDARY]stick[PET_BOUNDARY]stick
376,1,rolling,TroFi_ORIGSPLIT,[172 179],TroFi.o.2921,"The potential for peace in many places today results in large part from the Reagan buildup in strategic and theater nuclear defenses , combined with the Reagan doctrine of rolling back communist conquest by backing indigenous guerrilla armies .","The potential for peace in many places today results in large part from the Reagan buildup in strategic and theater nuclear defenses , combined with the Reagan doctrine of [PET_BOUNDARY]rolling[PET_BOUNDARY]rolling"
1667,1,touched,TroFi_ORIGSPLIT,[11 18],TroFi.o.3648,"Mr. Lawson touched only briefly on what he called `` the current-account scare , '' saying the government would `` overcome that just as we have overcome every other problem we have faced '' since taking office .",Mr. Lawson [PET_BOUNDARY]touched[PET_BOUNDARY]touched
252,1,evaporated,TroFi_ORIGSPLIT,[160 170],TroFi.o.1046,"`` As the amount of copper available for delivery rose above the number of contracts that had to be satisfied , the threat of a squeeze ' in the March contract evaporated , '' said William O'Neill , research director for Elders Futures Inc . , New York .","`` As the amount of copper available for delivery rose above the number of contracts that had to be satisfied , the threat of a squeeze ' in the March contract [PET_BOUNDARY]evaporated[PET_BOUNDARY]evaporated"
1163,1,evaporated,TroFi_ORIGSPLIT,[296 306],TroFi.o.1033,"Mr. Pickens was badly beaten in last fall 's battle for Newmont Mining , a raid that baffled takeover experts because 26 % of Newmont was already controlled by the ultimate victor , Consolidated Gold Fields PLC. Mesa 's $ 100 million stock profit from the deal -- Mr. Pickens 's estimate -- also evaporated during October 's market crash .","Mr. Pickens was badly beaten in last fall 's battle for Newmont Mining , a raid that baffled takeover experts because 26 % of Newmont was already controlled by the ultimate victor , Consolidated Gold Fields PLC. Mesa 's $ 100 million stock profit from the deal -- Mr. Pickens 's estimate -- also [PET_BOUNDARY]evaporated[PET_BOUNDARY]evaporated"
1345,1,withered,TroFi_ORIGSPLIT,[86 94],TroFi.o.3716,It is that whatever tendencies any of them might have to talk turkey to the voters is withered by the clear evidence that the voters are not yet ready to hear it .,It is that whatever tendencies any of them might have to talk turkey to the voters is [PET_BOUNDARY]withered[PET_BOUNDARY]withered
358,1,touch,TroFi_ORIGSPLIT,[188 193],TroFi.o.3619,"He will certainly take great offense to my description of the Taiwanese as being not much in tune with the outside world , betting gleefully with stocks that no foreign fund manager would touch , and happily oblivious to what the history of financial markets has taught the rest of mankind .","He will certainly take great offense to my description of the Taiwanese as being not much in tune with the outside world , betting gleefully with stocks that no foreign fund manager would [PET_BOUNDARY]touch[PET_BOUNDARY]touch"
133,1,stepped,TroFi_ORIGSPLIT,[ 3 10],TroFi.o.3154,"Up stepped Cabbage Patch Kids , the industry 's biggest hit ever .",Up [PET_BOUNDARY]stepped[PET_BOUNDARY]stepped
1374,1,knocking,TroFi_ORIGSPLIT,[63 71],TroFi.o.2037,"It razed the Sirri and Sasson platforms in the southern gulf , knocking out the command and control radar facilities of the Iranian military that come to bear on the Hormuz Strait choke point .","It razed the Sirri and Sasson platforms in the southern gulf , [PET_BOUNDARY]knocking[PET_BOUNDARY]knocking"
1420,1,absorb,TroFi_ORIGSPLIT,[61 67],TroFi.o.31,"Montedison 's Iniziativa Me.T.A. unit , which Ferruzzi is to absorb in its restructuring , dropped 7.2 % to 8 , 310 lire .","Montedison 's Iniziativa Me.T.A. unit , which Ferruzzi is to [PET_BOUNDARY]absorb[PET_BOUNDARY]absorb"
328,1,attacked,TroFi_ORIGSPLIT,[61 69],TroFi.o.175,"In his previous handling of the case , Judge Brieant roundly attacked the merits of the Pennzoil judgment .","In his previous handling of the case , Judge Brieant roundly [PET_BOUNDARY]attacked[PET_BOUNDARY]attacked"
1040,1,pour,TroFi_ORIGSPLIT,[113 117],TroFi.o.2514,"The bard of Les-Loges-en-Josas , France , Stephen Powelson , stands ready , able and more than merely willing to pour the first 14 , 300 lines into your ear , from memory -- and in classical Greek .","The bard of Les-Loges-en-Josas , France , Stephen Powelson , stands ready , able and more than merely willing to [PET_BOUNDARY]pour[PET_BOUNDARY]pour"
1675,1,missed,TroFi_ORIGSPLIT,[40 46],TroFi.o.2257,"First City Bancorp. of Texas apparently missed its goal of redeeming 70 % of its long-term debt by 5 p.m. EDT yesterday , setting off an 11th-hour scramble to complete its $ 1.5 billion bailout today as planned .",First City Bancorp. of Texas apparently [PET_BOUNDARY]missed[PET_BOUNDARY]missed
1219,1,poured,TroFi_ORIGSPLIT,[28 34],TroFi.o.2530,"Foreign and domestic buyers poured into the market at the outset of trading on continued strength in the dollar and the widely held belief that interest rates are headed lower , said Frederick Leiner , a futures analyst with Prudential-Bache Securities Inc . , Chicago .",Foreign and domestic buyers [PET_BOUNDARY]poured[PET_BOUNDARY]poured
1242,1,destroy,TroFi_ORIGSPLIT,[130 137],TroFi.o.439,"They are so consumed by their own power , by a Mussolini-like ego , that their willingness to run over normal human beings and to destroy honest institutions is unending . ''/''","They are so consumed by their own power , by a Mussolini-like ego , that their willingness to run over normal human beings and to [PET_BOUNDARY]destroy[PET_BOUNDARY]destroy"
1330,1,rolling,TroFi_ORIGSPLIT,[39 46],TroFi.o.2913,"He says manufacturers are increasingly rolling out questionable products that are n't fully researched , justified and tested .",He says manufacturers are increasingly [PET_BOUNDARY]rolling[PET_BOUNDARY]rolling
441,1,strike,TroFi_ORIGSPLIT,[10 16],TroFi.o.3264,Ideas may strike it but they just bounce off .,Ideas may [PET_BOUNDARY]strike[PET_BOUNDARY]strike
501,1,fixing,TroFi_ORIGSPLIT,[141 147],TroFi.o.1367,"In a prepared statement , Chairman and Chief Executive Officer Charles Schwab said , `` We 're taking responsibility for what happened , for fixing it , and for making sure that it does n't happen again . ''/''","In a prepared statement , Chairman and Chief Executive Officer Charles Schwab said , `` We 're taking responsibility for what happened , for [PET_BOUNDARY]fixing[PET_BOUNDARY]fixing"
512,1,knocked,TroFi_ORIGSPLIT,[28 35],TroFi.o.2019,Resources stock prices were knocked broadly lower in early trading following a steep decline of the New York gold price Friday .,Resources stock prices were [PET_BOUNDARY]knocked[PET_BOUNDARY]knocked
1128,1,stuck,TroFi_ORIGSPLIT,[91 96],TroFi.o.3434,"While earnings from exploration and production were lackluster , the companies nonetheless stuck with plans to sharply increase spending in those areas .","While earnings from exploration and production were lackluster , the companies nonetheless [PET_BOUNDARY]stuck[PET_BOUNDARY]stuck"
1117,1,sticking,TroFi_ORIGSPLIT,[82 90],TroFi.o.3225,"Despite many gains , the sad truth is that most of Mr. Eastland 's time was spent sticking his finger in the dike of politically motivated attacks on Mr. Meese .","Despite many gains , the sad truth is that most of Mr. Eastland 's time was spent [PET_BOUNDARY]sticking[PET_BOUNDARY]sticking"
974,1,absorbing,TroFi_ORIGSPLIT,[11 20],TroFi.o.87,"Remics are absorbing the bulk of newly issued mortgage securities as institutional buyers , such as thrifts and insurance companies , prefer the more tailored investment features of structured mortgage securities to the greater payment uncertainties of ordinary pass-throughs issued by Ginnie Mae , Freddie Mac and Fannie Mae .",Remics are [PET_BOUNDARY]absorbing[PET_BOUNDARY]absorbing
1701,1,flooding,TroFi_ORIGSPLIT,[32 40],TroFi.o.1459,Refugees from Romania have been flooding into Hungary by the thousands .,Refugees from Romania have been [PET_BOUNDARY]flooding[PET_BOUNDARY]flooding
