,Unnamed: 0,text,label
1232,9567,"high crimes carries almost no organic intrigue as a government/ marine/legal mystery , and that's because the movie serves up all of that stuff , nearly subliminally , as the old-hat province of male intrigue .",0
1192,8217,"the premise for this kegger comedy probably sounded brilliant four six-packs and a pitcher of margaritas in , but the film must have been written . . . in the thrall of a vicious hangover .",0
1650,6376,"it plays like a big-budget , after-school special with a generous cast , who at times lift the material from its well-meaning clunkiness .",0
1923,7268,"it can't decide if it wants to be a mystery/thriller , a romance or a comedy .",0
2136,10058,the movie does such an excellent job of critiquing itself at every faltering half-step of its development that criticizing feels more like commiserating .,0
1157,9394,"tartakovsky's team has some freakish powers of visual charm , but the five writers slip into the modern rut of narrative banality .",0
1475,9030,"a preposterous , prurient whodunit .",0
1882,9659,more a gunfest than a rock concert .,0
2032,6949,"in the end , we are left with something like two ships passing in the night rather than any insights into gay love , chinese society or the price one pays for being dishonest .",0
1493,7217,"for all its technical virtuosity , the film is so mired in juvenile and near-xenophobic pedagogy that it's enough to make one pine for the day when godard can no longer handle the rigors of filmmaking .",0
1461,6344,this long and relentlessly saccharine film is a clear case of preaching to the converted .,0
1189,7959,"the movie is too cute to take itself too seriously , but it still feels like it was made by some very stoned college students .",0
1939,9073,a feel-good movie that doesn't give you enough to feel good about .,0
1276,10434,the big finish is a bit like getting all excited about a chocolate eclair and then biting into it and finding the filling missing .,0
2165,8900,"the characterizations and dialogue lack depth or complexity , with the ironic exception of scooter .",0
1125,8553,mostly the film is just hectic and homiletic : two parts exhausting men in black mayhem to one part family values .,0
1691,5723,woody allen can write and deliver a one liner as well as anybody . but i had a lot of problems with this movie .,0
2185,5420,"the script covers huge , heavy topics in a bland , surfacey way that doesn't offer any insight into why , for instance , good things happen to bad people .",0
1201,6297,the end result is like cold porridge with only the odd enjoyably chewy lump .,0
2013,7565,could the whole plan here have been to produce something that makes fatal attraction look like a classic by comparison ? that's the only sane rationale i can think of for swimfan's existence .,0
1267,5792,"shows holmes has the screen presence to become a major-league leading lady , ( but ) the movie itself is an underachiever , a psychological mystery that takes its sweet time building to a climax that's scarcely a surprise by the time it arrives .",0
1422,8498,"what we have is a character faced with the possibility that her life is meaningless , vapid and devoid of substance , in a movie that is definitely meaningless , vapid and devoid of substance .",0
1502,9435,most of the dialogue made me want to pack raw dough in my ears .,0
1789,5528,what you end up getting is the vertical limit of surfing movies - memorable stunts with lots of downtime in between .,0
1136,6945,"hey arnold ! the movie is what happens when you blow up small potatoes to 10 times their natural size , and it ain't pretty .",0
1207,5596,one thing is for sure : this movie does not tell you a whole lot about lily chou-chou .,0
2147,10476,"this is a monumental achievement in practically every facet of inept filmmaking : joyless , idiotic , annoying , heavy-handed , visually atrocious , and often downright creepy .",0
1953,10582,one gets the impression the creators of don't ask don't tell laughed a hell of a lot at their own jokes . too bad none of it is funny .,0
1152,8295,warmed-over tarantino by way of wannabe elmore leonard .,0
1873,6229,"an uplifting , largely bogus story .",0
2043,10179,this 90-minute dud could pass for mike tyson's e ! true hollywood story .,0
2022,8509,"it doesn't offer audiences any way of gripping what its point is , or even its attitude toward its subject .",0
1586,7637,"dull , if not devoid of wit , this shaggy dog longs to frisk through the back alleys of history , but scarcely manages more than a modest , snoozy charm .",0
1393,9667,degenerates into hogwash .,0
1617,7972,"the overall feel of the film is pretty cheesy , but there's still a real sense that the star trek tradition has been honored as best it can , given the embarrassing script and weak direction .",0
1921,10453,"this is sandler running on empty , repeating what he's already done way too often .",0
2101,8602,"i could just feel the screenwriter at every moment 'tap , tap , tap , tap , tapping away' on this screenplay .",0
1688,8007,"suggests puns about ingredients and soup and somebody being off their noodle , but let's just say the ingredients don't quite add up to a meal .",0
1385,6592,what's missing is what we call the 'wow' factor .,0
1317,7033,"once [kim] begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it's too high a price to pay for a shimmering picture postcard .",0
1102,8931,"it has more in common with a fireworks display than a movie , which normally is expected to have characters and a storyline .",0
1378,10229,an encouraging effort from mccrudden,0
1103,9646,romanek keeps adding flourishes -- artsy fantasy sequences -- that simply feel wrong . they cheapen the overall effect .,0
1635,9916,"we could have expected a little more human being , and a little less product .",0
1508,7407,. . . ( like ) channel surfing between the discovery channel and a late-night made-for-cable action movie .,0
1265,7118,"slapstick buffoonery can tickle many a preschooler's fancy , but when it costs a family of four about $40 to see a film in theaters , why spend money on a dog like this when you can rent a pedigree instead ?",0
1565,9434,"imagine a film that begins as a seven rip-off , only to switch to a mix of the shining , the thing , and any naked teenagers horror flick from the 1980s .",0
1144,7485,"[t]hose same extremes prevent us from taking its message seriously , and the stepford wives mentality doesn't work in a modern context .",0
